Date,MLI,CWCO,SEDG,^GSPC
2025-05-12,77.9567642211914,23.47003173828125,19.15999984741211,5844.18994140625
2025-05-13,78.7940444946289,24.744064331054688,18.149999618530273,5886.5498046875
2025-05-14,79.06317138671875,25.35121726989746,17.93000030517578,5892.580078125
2025-05-15,78.7940444946289,25.938467025756836,20.84000015258789,5916.93017578125
2025-05-16,79.12297058105469,26.376415252685547,22.020000457763672,5958.3798828125
2025-05-19,78.2458267211914,26.814363479614258,20.760000228881836,5963.60009765625
2025-05-20,77.63780212402344,26.356508255004883,20.649999618530273,5940.4599609375
2025-05-21,77.15935516357422,26.525714874267578,19.84000015258789,5844.60986328125
2025-05-22,75.85359191894531,26.3664608001709,14.944999694824219,5842.009765625
2025-05-23,75.61437225341797,26.665063858032227,16.704999923706055,5802.81982421875
2025-05-27,78.18601989746094,27.242359161376953,17.219999313354492,5921.5400390625
2025-05-28,76.81048583984375,26.734737396240234,16.920000076293945,5888.5498046875
2025-05-29,77.68763732910156,27.043291091918945,16.600000381469727,5912.169921875
2025-05-30,77.61786651611328,26.90394401550293,17.860000610351562,5911.68994140625
2025-06-02,77.1194839477539,27.05324363708496,17.100000381469727,5935.93994140625
2025-06-03,78.41527557373047,27.401611328125,18.110000610351562,5970.3701171875
2025-06-04,77.63780212402344,27.003475189208984,17.469999313354492,5970.81005859375
2025-06-05,76.95999908447266,27.043291091918945,17.739999771118164,5939.2998046875
2025-06-06,77.41999816894531,27.093055725097656,18.190000534057617,6000.35986328125
2025-06-09,77.44000244140625,28.1779727935791,18.719999313354492,6005.8798828125
2025-06-10,78.43000030517578,28.227741241455078,20.93000030517578,6038.81005859375
2025-06-11,78.36000061035156,28.0684871673584,20.829999923706055,6022.240234375
2025-06-12,76.44000244140625,28.108299255371094,21.020000457763672,6045.259765625
2025-06-13,74.2699966430664,28.048580169677734,23.299999237060547,5976.97021484375
2025-06-16,74.05000305175781,28.894617080688477,23.979999542236328,6033.10986328125
2025-06-17,72.61000061035156,28.4367618560791,15.960000038146973,5982.72021484375
2025-06-18,72.7699966430664,29.183263778686523,16.979999542236328,5980.8701171875
2025-06-20,73.5,28.98419761657715,16.520000457763672,5967.83984375
2025-06-23,76.9800033569336,29.88995361328125,16.059999465942383,6025.169921875
2025-06-24,77.52999877929688,29.461957931518555,18.93000030517578,6092.18017578125
2025-06-25,77.18000030517578,29.392284393310547,19.09000015258789,6092.16015625
2025-06-26,79.27999877929688,29.999439239501953,20.065000534057617,6141.02001953125
2025-06-27,79.5999984741211,29.690885543823242,19.799999237060547,6173.06982421875
2025-06-30,79.47000122070312,29.8799991607666,20.399999618530273,6204.9501953125
2025-07-01,82.06999969482422,30.649999618530273,21.860000610351562,6198.009765625
2025-07-02,83.1500015258789,30.940000534057617,23.600000381469727,6227.419921875
2025-07-03,82.63999938964844,31.290000915527344,27.540000915527344,6279.35009765625
2025-07-07,82.19000244140625,30.639999389648438,26.43000030517578,6229.97998046875
2025-07-08,83.25,30.309999465942383,26.149999618530273,6225.52001953125
2025-07-09,84.83000183105469,30.399999618530273,27.09000015258789,6263.259765625
2025-07-10,85.62000274658203,30.3700008392334,27.56999969482422,6280.4599609375
2025-07-11,86.38999938964844,29.969999313354492,25.6200008392334,6259.75
2025-07-14,85.87000274658203,31.0,26.719999313354492,6268.56005859375
2025-07-15,84.58999633789062,29.809999465942383,27.3700008392334,6243.759765625
2025-07-16,84.94000244140625,29.540000915527344,24.959999084472656,6263.7001953125
2025-07-17,85.81999969482422,29.290000915527344,25.2549991607666,6297.35986328125
2025-07-18,84.4800033569336,29.40999984741211,26.6200008392334,6296.7900390625
2025-07-21,83.41999816894531,29.649999618530273,28.829999923706055,6305.60009765625
2025-07-22,85.69999694824219,29.670000076293945,31.860000610351562,6309.6201171875
2025-07-23,87.11000061035156,29.790000915527344,29.06999969482422,6358.91015625
2025-07-24,88.30000305175781,29.719999313354492,28.469999313354492,6363.35009765625
2025-07-25,88.72000122070312,29.65999984741211,27.229999542236328,6388.64013671875
2025-07-28,87.88999938964844,29.59000015258789,27.059999465942383,6389.77001953125
2025-07-29,87.91999816894531,29.799999237060547,24.950000762939453,6370.85986328125
2025-07-30,87.5,29.399999618530273,25.809999465942383,6362.89990234375
2025-07-31,85.37000274658203,29.09000015258789,25.65999984741211,6339.39013671875
2025-08-01,83.33999633789062,28.43000030517578,25.549999237060547,6238.009765625
